,lat,lon,name,country,temp_max,temp_min,clouds,visibility,wind,humidity
337,18.7333,-103.6833,Coahuayana Viejo,MX,69.13,69.13,59,10000,3.18,81
338,-15.3292,28.682,Chongwe,ZM,55.4,55.4,0,10000,3.44,88
339,58.7322,50.1772,Slobodskoy,RU,34.84,34.84,67,10000,2.95,89
340,14.8961,-24.4956,São Filipe,CV,74.71,74.71,3,10000,7.14,65
341,-28.7667,114.6,Geraldton,AU,93.2,93.2,40,10000,25.32,31
342,46.8436,-1.8749,Challans,FR,42.8,39.99,20,10000,3.44,93
343,36.4276,-5.1459,Estepona,ES,57.2,51.01,3,10000,3.44,94
344,43.65,25.1167,Belene,BG,32.0,32.0,1,10000,4.61,80
345,32.5667,76.1333,Chamba,IN,77.32,77.32,4,10000,1.39,17
346,57.8,158.6667,Tigil',RU,22.39,22.39,100,10000,11.52,72
347,-4.9408,122.5276,Katobu,ID,86.7,86.7,73,10000,5.12,63
348,-20.2333,164.0167,Poum,NC,79.32,79.32,50,10000,12.46,79
349,57.79,-152.4072,Saint Paul Harbor,US,33.8,33.8,90,10000,10.36,69
350,-34.6667,-54.9167,Departamento de Maldonado,UY,70.0,69.01,75,10000,11.5,94
351,45.5234,-122.6762,Portland,US,46.4,41.0,20,10000,12.66,49
352,29.6994,-91.2068,Morgan City,US,70.0,69.01,75,10000,6.38,94
353,55.3053,82.7391,Kolyvan',RU,35.6,35.6,0,10000,2.24,75
354,0.15,29.2833,Butembo,CD,58.24,58.24,100,10000,3.15,96
355,66.5606,67.7975,Aksarka,RU,31.6,31.6,12,10000,14.65,91
356,-16.8392,36.9856,Mocuba,MZ,68.22,68.22,95,10000,3.33,98
357,-45.8667,-67.5,Comodoro Rivadavia,AR,59.0,59.0,0,10000,25.32,47
358,61.3314,40.0858,Voloshka,RU,34.36,34.36,93,10000,9.6,80
359,36.297,59.6062,Mashhad,IR,60.8,60.8,20,10000,4.61,48
360,-12.0167,17.4833,Camacupa,AO,61.48,61.48,98,10000,3.36,74
361,70.9963,24.6622,Havøysund,NO,32.0,32.0,90,1200,17.27,100
362,-0.8667,134.0833,Manokwari,ID,81.37,81.37,97,10000,3.91,78
363,4.1213,43.8894,Oddur,SO,73.69,73.69,83,10000,15.03,76
364,3.7833,72.9667,Mahibadhoo,MV,82.99,82.99,15,10000,6.26,72
365,54.675,20.1347,Tsimmerbude,RU,37.99,37.4,0,10000,4.47,93
366,-20.0064,57.6608,Grand Gaube,MU,81.0,81.0,100,10000,5.99,70
367,27.4327,120.6062,Jinxiang,CN,59.92,59.92,100,10000,7.09,93
368,65.75,150.85,Zyryanka,RU,3.9,3.9,100,10000,11.56,76
369,21.75,80.0333,Wārāseonī,IN,91.71,91.71,47,10000,6.33,29
370,37.7799,-121.978,San Ramon,US,61.0,48.99,1,10000,10.36,55
371,42.0345,11.8536,Santa Marinella,IT,48.99,46.99,100,10000,5.01,92
372,31.2565,32.2841,Port Said,EG,55.4,55.4,40,10000,16.11,62
373,48.9329,-125.5528,Ucluelet,CA,44.01,44.01,10,10000,13.53,75
374,63.9242,127.4739,Sangar,RU,19.04,19.04,100,10000,5.3,68
375,29.0331,21.5482,Jalu,LY,51.51,51.51,40,10000,10.78,45
376,-33.3667,116.15,Collie,AU,55.99,55.99,100,3002,5.01,90
377,4.2333,13.45,Doumé,CM,67.8,67.8,51,10000,2.59,97
378,56.8428,62.7111,Kamyshlov,RU,39.4,39.4,100,10000,13.91,84
379,5.3833,-52.95,Sinnamary,GF,77.14,77.14,100,10000,6.11,87
380,-35.35,150.4667,Ulladulla,AU,64.4,55.0,41,10000,19.57,32
381,20.931,-17.0347,Nouadhibou,MR,66.2,66.2,91,6000,18.41,63
382,30.2956,111.5047,Zhicheng,CN,60.01,60.01,100,10000,2.01,86
383,-8.8432,121.6623,Ende,ID,86.29,86.29,19,10000,4.74,63
384,63.4453,120.3167,Verkhnevilyuysk,RU,15.24,15.24,98,10000,8.77,74
385,42.2683,118.9636,Chifeng,CN,62.64,62.64,100,10000,17.52,28
386,-17.7125,-39.2481,Caravelas,BR,73.42,73.42,41,10000,4.79,85
387,46.5168,-84.3333,Sault Ste. Marie,CA,53.6,46.4,40,10000,5.68,76
388,-28.8667,153.5667,Ballina,AU,78.8,78.01,7,10000,9.22,36
389,-17.8786,36.8883,Quelimane,MZ,73.4,73.0,75,10000,3.44,94
390,67.4667,86.5833,Igarka,RU,30.15,30.15,16,10000,8.63,91
391,-9.0996,160.1476,Tulagi,SB,83.12,83.12,74,10000,8.1,68
392,10.5669,72.642,Kavaratti,IN,83.46,83.46,92,10000,2.95,64
393,-6.8767,112.3761,Paciran,ID,84.16,84.16,44,10000,3.94,71
394,38.9185,27.8401,Akhisar,TR,36.0,36.0,0,10000,5.14,62
395,-3.3333,36.8,Poli,TZ,66.2,66.2,75,10000,3.67,94
396,43.801,87.6005,Ürümqi,CN,51.8,51.8,20,10000,8.95,32
397,18.2,-73.75,Les Cayes,HT,75.79,75.79,91,10000,6.93,81
398,28.017,-97.5169,San Patricio,US,73.4,71.6,1,10000,4.61,60
399,-22.092,-70.1979,Tocopilla,CL,66.25,66.25,41,10000,5.99,79
400,10.7667,79.8333,Nagapattinam,IN,87.49,87.49,7,10000,6.53,57
401,40.5982,-124.1573,Fortuna,US,46.99,44.6,1,10000,14.97,76
402,12.4497,125.2886,Anito,PH,83.75,83.75,100,10000,7.83,67
403,60.3778,92.6267,Teya,RU,33.31,33.31,100,10000,8.66,92
404,14.2,24.6667,Kutum,SD,65.84,65.84,3,10000,17.49,22
405,-21.15,55.2833,Saint-Leu,RE,78.8,73.4,0,10000,6.91,73
406,26.5412,-77.0636,Marsh Harbour,BS,75.06,75.06,0,10000,17.83,72
407,61.994,-49.6678,Paamiut,GL,28.56,28.56,24,10000,10.16,86
408,34.1667,77.5833,Leh,IN,32.58,32.58,40,10000,3.83,53
409,29.8458,-90.1067,Estelle,US,72.0,69.01,75,10000,4.45,100
410,-12.5498,28.2407,Mufulira,ZM,55.4,55.4,94,10000,4.07,93
411,-8.7522,-67.3978,Boca do Acre,BR,70.57,70.57,100,10000,1.07,98
412,-24.1333,19.1167,Aranos,NA,67.01,67.01,0,10000,7.58,40
413,-27.1578,-48.5531,Porto Belo,BR,75.0,73.0,40,10000,5.84,94
414,43.7501,-81.7165,Goderich,CA,66.2,66.2,100,10000,17.27,48
415,28.0996,-16.681,Arona,ES,64.0,51.01,20,10000,3.44,77
416,60.7333,77.5889,Strezhevoy,RU,37.4,37.4,90,2500,4.47,100
417,-19.8,-174.35,Pangai,TO,82.4,82.4,75,10000,2.3,69
418,66.9395,-53.6735,Sisimiut,GL,25.41,25.41,99,10000,7.83,82
419,20.5083,-86.9458,San Miguel de Cozumel,MX,80.6,80.01,75,9656,12.66,78
420,62.55,155.55,Dukat,RU,-4.63,-4.63,100,3512,6.64,80
421,35.5281,-108.7426,Gallup,US,54.0,51.8,1,10000,6.69,9
422,35.5,134.2333,Tottori-shi,JP,57.2,57.2,0,10000,12.66,58
423,-35.1667,173.1667,Ahipara,NZ,71.69,71.69,0,10000,5.91,67
424,-13.2,49.05,Ambilobe,MG,74.08,74.08,100,10000,3.0,88
425,-2.9022,-40.8411,Camocim,BR,75.96,75.96,62,10000,8.75,91
426,51.735,39.1496,Podgornoye,RU,33.8,33.8,0,10000,4.47,69
427,34.6667,138.95,Shimoda,JP,60.8,54.0,20,10000,12.66,48
428,8.5711,81.2335,Trincomalee,LK,83.48,83.48,13,10000,5.7,70
429,7.4054,99.5156,Kantang,TH,89.6,89.6,20,10000,3.44,58
430,-10.6667,-77.8333,Paramonga,PE,69.58,69.58,99,10000,5.99,86
431,45.8667,25.7833,Sfântu Gheorghe,RO,32.0,28.99,0,10000,1.77,72
432,-8.345,113.6058,Ambulu,ID,86.63,86.63,21,10000,4.41,64
433,70.3705,31.1107,Vardø,NO,28.42,28.42,3,10000,26.6,71
434,8.75,38.9833,Bishoftu,ET,60.8,60.8,40,10000,3.44,44
435,61.2767,108.0108,Yerbogachën,RU,19.98,19.98,4,10000,5.82,61
436,40.2039,140.0242,Noshiro,JP,53.6,53.6,20,10000,5.75,43
437,33.1222,46.1646,Mehrān,IR,60.8,60.8,0,8000,4.61,41
438,40.8167,-82.2665,Ashland,US,61.0,61.0,100,10000,8.01,94
439,68.2191,-135.0107,Aklavik,CA,-2.2,-4.0,28,10000,4.61,50
440,23.45,-110.2167,Todos Santos,MX,66.0,66.0,100,10000,1.99,85
441,47.9714,80.4392,Ayagoz,KZ,40.41,40.41,18,10000,19.04,55
442,-8.19,114.9675,Banjar,ID,86.0,86.0,40,10000,10.36,79
443,57.0531,-135.33,Sitka,US,35.6,35.6,90,10000,4.61,64
444,22.5667,59.5289,Sur,OM,85.05,85.05,0,10000,4.81,46
445,19.1059,37.3321,Sawākin,SD,73.65,73.65,0,10000,11.88,63
446,-6.2833,-37.75,São Bento,BR,69.12,69.12,100,10000,1.99,94
447,68.3499,-133.7218,Inuvik,CA,-2.2,-4.0,74,10000,4.61,50
448,20.75,-105.3333,Bucerías,MX,75.2,75.2,1,10000,1.81,83
449,1.6381,18.0667,Impfondo,CG,72.05,72.05,81,10000,3.67,92
450,52.4501,-109.1682,Unity,CA,35.35,35.35,24,10000,17.2,83
451,-22.6667,167.4833,Vao,NC,77.11,77.11,100,10000,17.6,83
452,58.2093,-6.3865,Stornoway,GB,30.99,28.4,20,10000,9.22,100
453,26.0023,63.044,Turbat,PK,82.81,82.81,5,10000,1.01,25
454,-2.0833,101.3833,Sungai Penuh,ID,77.31,77.31,60,10000,1.86,67
455,32.6881,128.8419,Fukuechō,JP,64.4,64.4,0,10000,6.91,59
456,56.3444,114.8794,Taksimo,RU,20.21,20.21,97,10000,6.22,47
457,63.9167,24.9667,Nivala,FI,27.0,27.0,20,10000,1.99,92
458,-19.7697,-43.8514,Santa Luzia,BR,64.4,62.6,0,10000,3.44,72
459,-6.5417,-80.0111,Mórrope,PE,66.0,66.0,96,10000,5.99,85
460,21.2667,-97.45,Tamiahua,MX,74.26,74.26,25,10000,8.12,91
461,39.522,-6.3748,Caceres,ES,53.01,53.01,87,2136,1.99,94
462,61.9247,63.0231,Agirish,RU,33.78,33.78,100,145,3.74,99
463,14.9215,-23.5087,Praia,CV,71.6,71.6,0,10000,12.66,53
464,45.7625,106.2708,Mandalgovi,MN,37.11,37.11,8,10000,23.6,51
465,64.2539,-15.2082,Hofn,IS,30.54,30.54,100,10000,8.99,56
466,56.1667,91.8167,Kedrovyy,RU,37.4,37.4,0,10000,4.47,35
467,66.3167,-179.1667,Egvekinot,RU,-0.8,-0.8,100,10000,15.23,82
468,9.4942,50.8122,Bandarbeyla,SO,80.17,80.17,3,10000,5.7,67
469,-3.6667,152.4333,Namatanai,PG,82.24,82.24,95,10000,11.3,79
470,55.9128,49.3017,Vysokaya Gora,RU,35.6,35.6,75,7000,8.95,100
471,63.8424,-22.4338,Grindavik,IS,33.8,33.8,75,10000,11.5,100
472,1.55,110.3333,Kuching,MY,78.8,78.8,20,10000,3.44,89
473,9.4906,125.4364,Cantapoy,PH,83.95,83.95,100,10000,7.81,68
474,66.8014,65.8081,Kharp,RU,27.14,27.14,100,584,7.02,97
475,51.1,114.53,Aginskoye,RU,34.68,34.68,100,10000,7.96,30
476,52.3769,-7.9217,Caher,IE,33.01,28.99,9,10000,5.01,94
477,0.5333,72.9333,Thinadhoo,MV,83.37,83.37,72,10000,9.51,68
478,57.765,29.5561,Porkhov,RU,26.6,26.6,90,100,4.47,100
479,40.2833,97.2,Yumen,CN,55.47,55.47,100,10000,18.03,38
480,31.61,34.7642,Kiryat Gat,IL,55.0,50.0,63,10000,8.57,52
481,21.3156,-158.0072,‘Ewa Beach,US,78.8,77.0,90,10000,10.36,41
482,50.0334,-66.8654,Port-Cartier,CA,34.0,32.0,20,10000,6.91,59
483,40.2186,116.2197,Changping,CN,66.99,59.0,0,10000,8.95,39
484,50.8448,37.2913,Spornoye,RU,35.6,35.6,0,10000,4.47,60
485,-17.9333,19.7667,Rundu,NA,57.42,57.42,0,10000,6.33,55
486,-9.6658,-35.7353,Maceió,BR,71.6,71.6,75,10000,5.75,100
487,31.3525,27.2453,Marsá Maţrūḩ,EG,57.2,57.2,20,10000,9.22,54
488,64.8569,-147.8028,College,US,18.0,14.0,40,10000,2.77,27
489,11.7751,-72.4445,Manaure,CO,80.51,80.51,100,10000,14.47,68
490,27.9167,96.1667,Tezu,IN,90.68,90.68,17,10000,3.74,29
491,22.8134,115.8257,Jieshi,CN,78.01,78.01,22,10000,17.02,56
492,-19.55,169.2667,Isangel,VU,86.0,86.0,40,10000,11.5,79
493,49.8993,28.6024,Berdychiv,UA,37.29,37.29,0,10000,7.11,66
494,0.8102,24.4336,Yangambi,CD,69.82,69.82,100,6698,2.62,99
495,46.4154,3.9054,Saint-François,FR,50.0,48.0,0,10000,4.61,76
496,42.0304,-8.1588,Vila,PT,48.99,48.99,91,10000,5.99,93
497,-15.9653,-54.9683,Jaciara,BR,70.52,70.52,1,10000,2.91,83
498,4.1363,96.1285,Meulaboh,ID,82.87,82.87,20,10000,4.79,74
499,20.0167,95.55,Taungdwingyi,MM,95.9,95.9,33,10000,10.89,33
500,-21.3393,55.4781,Saint-Pierre,RE,78.8,75.99,0,10000,6.91,73
501,44.3,86.0333,Shihezi,CN,56.52,56.52,96,10000,9.53,31
502,41.1231,80.2644,Aksu,CN,60.8,60.8,0,10000,5.77,19
503,44.9167,23.1833,Rovinari,RO,39.67,39.67,7,10000,1.79,69
504,-0.9131,122.8766,Biak,ID,83.39,83.39,83,10000,1.79,69
505,-20.5833,48.5333,Nosy Varika,MG,74.61,74.61,98,10000,5.37,88
506,2.7809,45.5005,Giohar,SO,79.16,79.16,100,10000,7.85,67
507,36.2083,-115.9839,Pahrump,US,73.0,70.0,0,10000,1.01,7
508,40.1629,-8.3327,Lata,PT,57.0,53.01,87,10000,2.01,96
509,-23.35,47.6,Vangaindrano,MG,71.92,71.92,11,10000,4.41,90
510,17.5667,76.5667,Aland,IN,87.03,87.03,81,10000,1.54,34
511,37.5683,126.9778,Seoul,KR,68.0,66.2,0,10000,4.61,24
512,-30.0319,-70.7081,Vicuña,CL,55.4,55.4,0,10000,3.44,82
513,48.6333,142.8,Makarov,RU,46.98,46.98,16,10000,14.29,56
514,-32.035,-52.0986,Rio Grande,BR,73.0,73.0,100,10000,1.01,95
515,37.7333,-25.6667,Ponta Delgada,PT,62.6,62.6,75,5000,11.5,94
516,6.8833,73.1,Dhidhdhoo,MV,82.85,82.85,26,10000,3.67,71
517,-20.7833,117.1333,Roebourne,AU,88.2,88.2,55,10000,14.18,61
518,40.6253,46.9756,Aran,AZ,53.6,53.6,83,8000,12.66,87
519,34.4133,-119.861,Isla Vista,US,62.01,59.0,1,10000,5.75,67
520,31.7667,-107.6167,Puerto Palomas,MX,71.6,71.6,1,10000,13.8,8
521,-15.9169,-46.1056,Arinos,BR,65.86,65.86,0,10000,2.55,70
522,24.0934,32.907,Aswān,EG,57.79,57.79,0,10000,13.33,28
523,53.25,6.75,Province of Groningen,NL,37.99,37.0,90,3400,13.8,93
524,47.5001,-120.5015,Washington,US,41.0,34.0,6,10000,17.0,43
525,-1.5746,9.2618,Omboué,GA,76.91,76.91,100,10000,5.48,90
526,34.9833,139.8667,Tateyama,JP,60.8,57.0,20,10000,12.66,48
527,35.0,132.2167,Gōtsuchō,JP,59.0,59.0,0,10000,8.05,47
528,-3.945,122.4989,Kendari,ID,90.34,90.34,82,10000,2.55,51
529,43.1279,43.4573,Verkhnyaya Balkariya,RU,41.0,41.0,90,1000,2.24,100
530,47.0166,-113.8009,Missoula,US,34.0,30.99,1,10000,4.61,74
531,32.5341,20.5791,Tūkrah,LY,52.39,52.39,100,10000,6.44,60
532,34.6391,-120.4579,Lompoc,US,51.8,45.0,26,10000,11.5,76
533,-6.8333,36.9833,Kilosa,TZ,68.99,68.99,100,10000,2.24,96
534,-3.3333,128.9167,Amahai,ID,85.6,85.6,51,10000,5.06,61
535,-8.5785,13.6643,Caxito,AO,75.2,75.2,40,9000,4.61,88
536,27.0377,14.4283,Sabha,LY,63.14,63.14,31,10000,16.22,33
537,-38.8759,-62.0736,Punta Alta,AR,57.65,57.65,97,10000,5.7,82
538,60.4667,166.1,Tilichiki,RU,13.53,13.53,100,10000,21.25,76
539,49.6334,-105.9845,Assiniboia,CA,41.0,41.0,100,10000,8.05,60
540,47.6469,53.3463,Makat,KZ,59.04,59.04,39,10000,22.08,38
541,52.3333,124.7333,Tahe,CN,29.5,29.5,91,10000,5.66,32
542,30.9,75.85,Ludhiana,IN,91.0,91.0,3,10000,1.07,23
543,42.0678,48.2899,Derbent,RU,50.81,50.81,10,10000,4.18,73
544,14.3122,121.1114,Santa Rosa,PH,89.6,88.0,40,10000,4.61,55
545,40.5306,19.6358,Selenicë,AL,45.48,45.48,89,10000,4.88,77
546,-24.85,152.35,Bundaberg,AU,87.8,87.8,62,10000,8.05,42
547,-10.1732,31.3694,Mungwi,ZM,59.9,59.9,100,10000,3.18,98
548,-13.5927,24.2008,Kabompo,ZM,55.92,55.92,2,10000,5.03,86
549,-4.45,26.6667,Kasongo,CD,65.71,65.71,100,10000,1.74,98
550,51.3223,42.7678,Kamenka,RU,37.0,37.0,99,10000,8.01,92
